Month,Day ,Hour,AmbTemp (K),SolarAz(Deg),ZenithAng(Deg),GHZ,NIP,Airmass,,Production/W,Power
7,23,12,312.45,-21.67,15.1,924,714,1.035556116,,0.758172168,189.5430419
7,23,13,314.75,31.82,16.29,912,766,1.041603543,,0.739199,184.79975
7,23,14,315.25,62.53,25.5,856,801,1.107390293,,0.688700433,172.1751083
7,23,15,316.35,77.98,37.1,764,852,1.251460743,,0.599828644,149.9571611
7,23,16,315.85,88.17,49.31,590,800,1.517499918,,0.442055104,110.513776
7,23,17,314.75,96.43,61.6,398,658,1.987695986,,0.252582243,63.14556068
7,23,18,313.05,104.12,73.71,197,406,2.787100833,,0.060408293,15.10207335
7,23,19,311.35,112.02,85.4,11,134,4.051396679,,0,0
7,23,20,309.75,120.71,96.43,0,0,0,,0,0
7,23,21,309.15,130.77,106.43,0,0,0,,0,0
7,23,22,306.95,142.76,114.88,0,0,0,,0,0
7,23,23,306.35,157.04,121.08,0,0,0,,0,0
7,23,24,305.85,173.3,124.25,0,0,0,,0,0
7,24,1,304.15,-169.74,123.87,0,0,0,,0,0
7,24,2,304.75,-153.81,120.01,0,0,0,,0,0
7,24,3,304.15,-140.01,113.28,0,0,0,,0,0
7,24,4,304.75,-128.45,104.46,0,0,0,,0,0
7,24,5,304.15,-118.72,94.21,0,0,0,,0,0
7,24,6,304.75,-110.22,83.02,70,325,3.745412874,,0,0
7,24,7,306.35,-102.4,71.22,254,547,2.58687194,,0.103988417,25.9971043
7,24,8,306.95,-94.63,59.06,459,719,1.867846745,,0.322014511,80.50362767
7,24,9,308.05,-86.07,46.77,665,845,1.44919104,,0.528368173,132.0920432
7,24,10,309.15,-75.11,34.64,799,795,1.213826456,,0.657786628,164.4466571
7,24,11,310.85,-57.53,23.35,888,764,1.088773843,,0.73347421,183.3685524
7,24,12,312.45,-21.47,15.28,942,768,1.036438082,,0.772543821,193.1359553
7,24,13,313.05,31.48,16.46,936,784,1.042509541,,0.764934612,191.233653
7,24,14,314.15,62.17,25.61,895,910,1.108401586,,0.7230013,180.7503249
7,24,15,314.75,77.71,37.19,764,858,1.252921857,,0.606773524,151.6933811
7,24,16,314.75,87.94,49.4,583,769,1.520069818,,0.441389231,110.3473077
7,24,17,314.15,96.23,61.69,391,671,1.992199871,,0.249098421,62.27460518
7,24,18,313.55,103.95,73.8,185,384,2.794738598,,0.056910674,14.22766861
7,24,19,311.95,111.86,85.51,10,123,4.066203371,,0,0
7,24,20,311.35,120.56,96.55,0,0,0,,0,0
7,24,21,308.05,130.63,106.57,0,0,0,,0,0
7,24,22,307.45,142.64,115.04,0,0,0,,0,0
7,24,23,308.55,156.96,121.26,0,0,0,,0,0
7,24,24,308.55,173.27,124.44,0,0,0,,0,0
7,25,1,304.75,-169.71,124.07,0,0,0,,0,0
7,25,2,306.95,-153.74,120.2,0,0,0,,0,0
7,25,3,305.25,-139.9,113.45,0,0,0,,0,0
7,25,4,304.15,-128.32,104.61,0,0,0,,0,0
7,25,5,304.15,-118.57,94.34,0,0,0,,0,0
7,25,6,305.85,-110.07,83.14,72,376,3.760195055,,0,0
7,25,7,306.95,-102.23,71.33,274,677,2.595278305,,0.10707214,26.76803502
7,25,8,307.45,-94.44,59.16,473,765,1.872309263,,0.330427702,82.6069255
7,25,9,309.15,-85.84,46.87,665,845,1.451732062,,0.526201111,131.5502777
7,25,10,310.25,-74.82,34.75,805,813,1.215417583,,0.659164907,164.7912268
7,25,11,311.95,-57.18,23.48,923,877,1.08983881,,0.755939989,188.9849973
7,25,12,313.55,-21.26,15.47,954,834,1.037381634,,0.777818311,194.4545777
7,25,13,314.15,31.14,16.63,955,880,1.043426194,,0.775509834,193.8774585
7,25,14,315.25,61.81,25.73,882,886,1.109511523,,0.710036378,177.5090946
7,25,15,316.35,77.42,37.29,737,785,1.254552556,,0.58280031,145.7000776
7,25,16,316.35,87.71,49.49,577,744,1.522650378,,0.434361469,108.5903672
7,25,17,316.35,96.03,61.78,400,711,1.996722036,,0.251278378,62.81959443
7,25,18,315.85,103.77,73.9,201,517,2.803258777,,0.056157866,14.03946644
7,25,19,314.75,111.69,85.62,10,161,4.081069988,,0,0
7,25,20,311.95,120.4,96.68,0,0,0,,0,0
7,25,21,313.05,130.49,106.71,0,0,0,,0,0
7,25,22,311.95,142.52,115.2,0,0,0,,0,0
7,25,23,308.55,156.87,121.44,0,0,0,,0,0
7,25,24,308.55,173.24,124.64,0,0,0,,0,0
7,26,1,306.95,-169.68,124.26,0,0,0,,0,0
7,26,2,306.95,-153.65,120.38,0,0,0,,0,0
7,26,3,306.35,-139.78,113.62,0,0,0,,0,0
7,26,4,304.75,-128.18,104.76,0,0,0,,0,0
7,26,5,304.75,-118.42,94.47,0,0,0,,0,0
7,26,6,305.25,-109.9,83.25,66,300,3.773804549,,0,0
7,26,7,306.35,-102.05,71.43,257,573,2.602954754,,0.104941951,26.23548785
7,26,8,307.45,-94.24,59.27,463,730,1.877241474,,0.32543361,81.35840239
7,26,9,309.75,-85.6,46.98,654,775,1.454540734,,0.517945392,129.4863479
7,26,10,310.25,-74.53,34.87,816,848,1.217162848,,0.668574006,167.1435015
7,26,11,311.35,-56.82,23.62,905,794,1.090994252,,0.745902899,186.4757248
7,26,12,312.45,-21.04,15.67,954,840,1.038388878,,0.784406546,196.1016365
7,26,13,313.55,30.81,16.81,961,911,1.044408433,,0.784259788,196.0649469
7,26,14,314.15,61.44,25.86,863,838,1.110721885,,0.702121734,175.5304334
7,26,15,314.75,77.13,37.39,751,846,1.256190906,,0.599878961,149.9697403
7,26,16,314.75,87.47,49.58,577,757,1.525241641,,0.439393985,109.8484963
7,26,17,314.75,95.83,61.88,401,732,2.001768184,,0.254343415,63.58585371
7,26,18,313.55,103.59,74,204,537,2.811814622,,0.057432742,14.35818539
7,26,19,311.95,111.52,85.73,9,162,4.095996682,,0,0
7,26,20,313.05,120.25,96.81,0,0,0,,0,0
7,26,21,311.35,130.34,106.86,0,0,0,,0,0
7,26,22,308.55,142.4,115.38,0,0,0,,0,0
7,26,23,309.15,156.78,121.63,0,0,0,,0,0
7,26,24,308.55,173.21,124.84,0,0,0,,0,0
7,27,1,306.35,-169.65,124.47,0,0,0,,0,0
7,27,2,305.85,-153.56,120.57,0,0,0,,0,0
7,27,3,305.85,-139.66,113.79,0,0,0,,0,0
7,27,4,305.25,-128.04,104.91,0,0,0,,0,0
7,27,5,305.85,-118.26,94.61,0,0,0,,0,0
7,27,6,305.85,-109.73,83.37,73,402,3.788716,,0,0
7,27,7,307.45,-101.87,71.54,248,518,2.611436718,,0.103161219,25.79030472
7,27,8,309.15,-94.03,59.37,438,627,1.881746707,,0.30907918,77.26979498
7,27,9,309.75,-85.36,47.08,648,751,1.457106446,,0.514825993,128.7064983
7,27,10,311.35,-74.23,34.98,782,771,1.218771415,,0.640367659,160.0919147
7,27,11,312.45,-56.44,23.77,899,794,1.092242115,,0.738001761,184.5004404
7,27,12,314.15,-20.81,15.86,942,780,1.039359152,,0.768108541,192.0271352
7,27,13,315.25,30.49,16.99,924,772,1.045402724,,0.749594722,187.3986806
7,27,14,316.35,61.08,25.99,844,771,1.111940532,,0.67976767,169.9419176
7,27,15,317.45,76.84,37.5,731,773,1.258001967,,0.576876818,144.2192046
7,27,16,318.05,87.23,49.68,563,689,1.528133429,,0.422891432,105.7228581
7,27,17,317.45,95.62,61.98,393,706,2.006837077,,0.247061857,61.76546431
7,27,18,316.35,103.4,74.11,192,399,2.821267385,,0.058810153,14.70253818
7,27,19,314.15,111.35,85.85,8,117,4.112349042,,0,0
7,27,20,313.05,120.09,96.95,0,0,0,,0,0
7,27,21,310.85,130.2,107.02,0,0,0,,0,0
7,27,22,305.25,142.27,115.55,0,0,0,,0,0
7,27,23,307.45,156.7,121.83,0,0,0,,0,0
7,27,24,304.75,173.18,125.05,0,0,0,,0,0
7,28,1,302.45,-169.61,124.67,0,0,0,,0,0
7,28,2,301.35,-153.47,120.77,0,0,0,,0,0
7,28,3,298.55,-139.53,113.96,0,0,0,,0,0
7,28,4,298.05,-127.89,105.06,0,0,0,,0,0
7,28,5,298.55,-118.1,94.74,0,0,0,,0,0
7,28,6,299.75,-109.56,83.5,64,309,3.804946524,,0,0
7,28,7,303.05,-101.67,71.66,252,577,2.62073519,,0.104948594,26.2371486
7,28,8,305.85,-93.81,59.48,452,713,1.886726114,,0.323042987,80.76074679
7,28,9,308.05,-85.11,47.19,653,780,1.459942406,,0.524582593,131.1456483
7,28,10,309.15,-73.92,35.1,821,848,1.220535797,,0.679029107,169.7572767
7,28,11,311.95,-56.06,23.92,864,746,1.093500258,,0.71599419,178.9985476
7,28,12,313.05,-20.57,16.07,918,714,1.040446816,,0.756718237,189.1795592
7,28,13,314.15,30.17,17.18,918,754,1.046465392,,0.751415514,187.8538784
7,28,14,314.75,60.71,26.13,844,771,1.113262229,,0.687637675,171.9094188
7,28,15,315.25,76.54,37.61,731,779,1.25982237,,0.585808003,146.4520007
7,28,16,315.25,86.99,49.79,564,695,1.531329793,,0.431619354,107.9048384
7,28,17,315.25,95.41,62.09,369,568,2.012439241,,0.240169997,60.04249932
7,28,18,313.55,103.21,74.23,180,368,2.831629058,,0.056705889,14.1764723
7,28,19,311.35,111.18,85.98,7,104,4.13014521,,0,0
7,28,20,310.85,119.92,97.09,0,0,0,,0,0
7,28,21,309.15,130.05,107.18,0,0,0,,0,0
7,28,22,306.95,142.14,115.74,0,0,0,,0,0
7,28,23,305.85,156.61,122.03,0,0,0,,0,0
7,28,24,305.85,173.16,125.27,0,0,0,,0,0
7,29,1,305.25,-169.56,124.89,0,0,0,,0,0
7,29,2,304.15,-153.37,120.97,0,0,0,,0,0
7,29,3,303.05,-139.39,114.14,0,0,0,,0,0
7,29,4,302.45,-127.73,105.22,0,0,0,,0,0
7,29,5,301.95,-117.93,94.88,0,0,0,,0,0
7,29,6,303.05,-109.38,83.62,61,252,3.819999336,,0,0
7,29,7,304.15,-101.48,71.77,259,626,2.629300591,,0.105895198,26.4737994
7,29,8,305.85,-93.59,59.58,462,747,1.891274444,,0.330303649,82.57591237
7,29,9,308.05,-84.85,47.29,674,863,1.462533045,,0.541062207,135.2655517
7,29,10,310.25,-73.6,35.21,832,901,1.222161971,,0.684498423,171.1246059
7,29,11,311.95,-55.67,24.07,911,830,1.094768732,,0.751772051,187.9430127
7,29,12,313.55,-20.32,16.28,966,900,1.041550579,,0.792255196,198.0637989
7,29,13,314.15,29.85,17.38,968,923,1.04759864,,0.790171999,197.5429996
7,29,14,315.25,60.33,26.28,857,807,1.114689097,,0.696392803,174.0982009
7,29,15,315.85,76.24,37.73,766,883,1.261818971,,0.610423513,152.6058783
7,29,16,315.25,86.74,49.9,593,833,1.534542366,,0.452230368,113.0575921
7,29,17,315.25,95.2,62.2,396,721,2.018069166,,0.253515132,63.37878293
7,29,18,313.05,103.02,74.35,198,530,2.842042652,,0.056499773,14.12494326
7,29,19,311.35,111,86.11,7,144,4.148025974,,0,0
7,29,20,312.45,119.76,97.23,0,0,0,,0,0
7,29,21,310.85,129.89,107.35,0,0,0,,0,0
7,29,22,309.15,142.02,115.92,0,0,0,,0,0
7,29,23,308.55,156.52,122.24,0,0,0,,0,0
7,29,24,307.45,173.13,125.49,0,0,0,,0,0
7,30,1,306.35,-169.52,125.11,0,0,0,,0,0
7,30,2,305.85,-153.26,121.17,0,0,0,,0,0
7,30,3,303.55,-139.25,114.32,0,0,0,,0,0
7,30,4,302.45,-127.57,105.38,0,0,0,,0,0
7,30,5,301.35,-117.75,95.02,0,0,0,,0,0
7,30,6,302.45,-109.19,83.74,65,373,3.835120313,,0,0
7,30,7,304.15,-101.27,71.88,259,658,2.637906134,,0.104922038,26.23050941
7,30,8,306.35,-93.36,59.69,471,776,1.896301471,,0.336190768,84.04769198
7,30,9,309.15,-84.58,47.4,653,786,1.465396555,,0.523836493,130.9591233
7,30,10,311.35,-73.27,35.33,804,818,1.223945651,,0.660414499,165.1036247
7,30,11,313.55,-55.27,24.22,916,877,1.096047588,,0.750134811,187.5337028
7,30,12,314.75,-20.07,16.49,936,786,1.042670528,,0.764969523,191.2423807
7,30,13,315.85,29.55,17.59,925,766,1.048804807,,0.750990292,187.747573
7,30,14,316.35,59.96,26.43,896,911,1.116127157,,0.721469426,180.3673564
7,30,15,316.35,75.93,37.86,719,742,1.263994626,,0.57554408,143.8860199
7,30,16,316.35,86.49,50.02,557,677,1.538065572,,0.426165957,106.5414892
7,30,17,315.25,94.98,62.32,354,563,2.024242709,,0.231828567,57.95714184
7,30,18,313.05,102.82,74.47,186,466,2.852508371,,0.0550661,13.76652511
7,30,19,311.95,110.82,86.25,5,122,4.167377072,,0,0
7,30,20,311.35,119.59,97.39,0,0,0,,0,0
7,30,21,311.35,129.74,107.52,0,0,0,,0,0
7,30,22,309.75,141.89,116.12,0,0,0,,0,0
7,30,23,308.55,156.44,122.46,0,0,0,,0,0
7,30,24,308.05,173.11,125.72,0,0,0,,0,0
7,31,1,307.45,-169.46,125.33,0,0,0,,0,0
7,31,2,301.35,-153.15,121.38,0,0,0,,0,0
7,31,3,301.95,-139.1,114.51,0,0,0,,0,0
7,31,4,301.35,-127.4,105.54,0,0,0,,0,0
7,31,5,300.85,-117.57,95.16,0,0,0,,0,0
7,31,6,301.35,-109,83.87,59,299,3.85157853,,0,0
7,31,7,305.85,-101.07,71.99,245,543,2.646551972,,0.103281096,25.82027405
7,31,8,307.45,-93.13,59.8,451,735,1.901353611,,0.322207194,80.55179839
7,31,9,308.55,-84.31,47.51,647,774,1.468274603,,0.522546863,130.6367157
7,31,10,310.25,-72.93,35.46,798,800,1.225889419,,0.661543986,165.3859966
7,31,11,311.95,-54.85,24.38,905,830,1.097423203,,0.750266475,187.5666189
7,31,12,314.15,-19.8,16.71,888,690,1.04386126,,0.733934253,183.4835633
7,31,13,315.85,29.24,17.8,925,772,1.05002772,,0.752364829,188.0912072
7,31,14,315.25,59.58,26.59,806,674,1.117673489,,0.6609115,165.227875
7,31,15,315.85,75.62,37.99,692,669,1.266183533,,0.558584215,139.6460538
7,31,16,316.35,86.23,50.14,573,796,1.541608271,,0.437792587,109.4481469
7,31,17,316.35,94.76,62.44,355,583,2.030449603,,0.231138164,57.78454112
7,31,18,315.85,102.63,74.6,189,367,2.863905296,,0.060126824,15.03170604
7,31,19,313.55,110.63,86.39,5,92,4.186826877,,0,0
7,31,20,313.05,119.42,97.55,0,0,0,,0,0
7,31,21,309.15,129.58,107.7,0,0,0,,0,0
7,31,22,308.45,141.76,116.32,0,0,0,,0,0
7,31,23,307.75,156.35,122.68,0,0,0,,0,0
7,31,24,307.05,173.09,125.95,0,0,0,,0,0
8,1,1,306.25,-169.41,125.56,0,0,0,,0,0
8,1,2,305.55,-153.03,121.59,0,0,0,,0,0
8,1,3,304.85,-138.94,114.69,0,0,0,,0,0
8,1,4,304.15,-127.23,105.7,0,0,0,,0,0
8,1,5,303.15,-117.39,95.31,0,0,0,,0,0
8,1,6,304.15,-108.8,83.99,61,382,3.866842172,,0,0
8,1,7,307.15,-100.85,72.11,249,597,2.656029934,,0.102525203,25.63130086
8,1,8,308.15,-92.89,59.91,451,718,1.906430982,,0.322640142,80.66003541
8,1,9,310.15,-84.02,47.62,642,792,1.471167261,,0.515500235,128.8750587
8,1,10,311.15,-72.58,35.58,798,836,1.227694288,,0.659941852,164.9854631
8,1,11,312.75,-54.44,24.54,905,865,1.098810752,,0.748712753,187.1781882
8,1,12,314.15,-19.53,16.93,954,822,1.045069951,,0.783536002,195.8840005
8,1,13,315.15,28.95,18.02,968,923,1.05132693,,0.789426768,197.3566919
8,1,14,316.15,59.2,26.75,890,911,1.119232695,,0.721018406,180.2546014
8,1,15,316.15,75.31,38.13,767,878,1.268555721,,0.613968123,153.4920307
8,1,16,316.15,85.97,50.27,588,821,1.545468315,,0.450107485,112.5268713
8,1,17,316.15,94.53,62.57,390,723,2.037211563,,0.251078501,62.76962516
8,1,18,316.15,102.42,74.74,207,506,2.876247892,,0.060984227,15.24605664
8,1,19,315.15,110.45,86.54,5,124,4.207775836,,0,0
8,1,20,313.15,119.24,97.71,0,0,0,,0,0
8,1,21,311.15,129.42,107.88,0,0,0,,0,0
8,1,22,311.15,141.62,116.53,0,0,0,,0,0
8,1,23,310.15,156.26,122.91,0,0,0,,0,0
8,1,24,305.15,173.07,126.19,0,0,0,,0,0
8,2,1,307.15,-169.35,125.79,0,0,0,,0,0
8,2,2,307.15,-152.91,121.8,0,0,0,,0,0
8,2,3,306.15,-138.78,114.88,0,0,0,,0,0
8,2,4,304.15,-127.05,105.87,0,0,0,,0,0
8,2,5,303.15,-117.19,95.45,0,0,0,,0,0
8,2,6,306.15,-108.59,84.12,60,355,3.883455417,,0,0
8,2,7,307.15,-100.63,72.23,253,646,2.665556234,,0.102841596,25.71039905
8,2,8,308.65,-92.64,60.02,455,752,1.9115337,,0.324966374,81.24159357
8,2,9,310.15,-83.74,47.73,647,815,1.474074602,,0.520530471,130.1326178
8,2,10,312.15,-72.23,35.71,798,836,1.229661129,,0.657461176,164.3652939
8,2,11,314.15,-54.01,24.7,876,806,1.100210299,,0.722383413,180.5958532
8,2,12,316.15,-19.26,17.16,942,798,1.046352895,,0.766576834,191.6442086
8,2,13,317.15,28.66,18.24,931,856,1.052644734,,0.754674641,188.6686603
8,2,14,318.15,58.82,26.92,865,874,1.120903537,,0.695804411,173.9511027
8,2,15,318.15,74.99,38.27,747,841,1.270943457,,0.593579668,148.3949169
8,2,16,318.15,85.71,50.4,566,778,1.549351497,,0.43072427,107.6810674
8,2,17,317.45,94.31,62.7,383,644,2.044013066,,0.248030856,62.0077139
8,2,18,316.15,102.22,74.88,194,398,2.888662347,,0.060906888,15.22672206
8,2,19,314.15,110.26,86.69,4,92,4.228838834,,0,0
8,2,20,312.15,119.06,97.88,0,0,0,,0,0
8,2,21,310.15,129.26,108.07,0,0,0,,0,0
8,2,22,311.15,141.49,116.74,0,0,0,,0,0
8,2,23,308.15,156.18,123.14,0,0,0,,0,0
8,2,24,307.15,173.06,126.43,0,0,0,,0,0
8,3,1,305.15,-169.28,126.03,0,0,0,,0,0
8,3,2,305.15,-152.78,122.02,0,0,0,,0,0
8,3,3,306.15,-138.62,115.08,0,0,0,,0,0
8,3,4,303.15,-126.86,106.03,0,0,0,,0,0
8,3,5,303.15,-116.99,95.59,0,0,0,,0,0
8,3,6,303.15,-108.38,84.25,57,319,3.900149652,,0,0
8,3,7,307.15,-100.4,72.34,248,585,2.67433131,,0.104032643,26.00816067
8,3,8,309.15,-92.39,60.13,445,677,1.916661885,,0.320132932,80.033233
8,3,9,312.15,-83.44,47.85,620,704,1.47726308,,0.496326808,124.0817019
8,3,10,315.15,-71.87,35.83,759,741,1.231487408,,0.618231472,154.5578679
8,3,11,318.15,-53.57,24.86,876,806,1.101621909,,0.706061893,176.5154733
8,3,12,319.45,-18.97,17.39,942,804,1.047655698,,0.75220592,188.05148
8,3,13,320.45,28.38,18.47,937,887,1.05404244,,0.744988697,186.2471743
8,3,14,321.15,58.44,27.1,846,802,1.122688692,,0.670018759,167.5046898
8,3,15,321.15,74.68,38.42,734,823,1.273519107,,0.574855405,143.7138513
8,3,16,321.15,85.44,50.54,567,746,1.553559419,,0.425103348,106.2758371
8,3,17,321.15,94.07,62.84,384,665,2.051382224,,0.243685507,60.92137679
8,3,18,320.15,102.01,75.02,198,436,2.901148988,,0.059650145,14.91253622
8,3,19,316.15,110.07,86.85,3,96,4.251432149,,0,0
8,3,20,316.15,118.89,98.05,0,0,0,,0,0
8,3,21,312.15,129.1,108.27,0,0,0,,0,0
8,3,22,312.15,141.35,116.96,0,0,0,,0,0
8,3,23,311.15,156.09,123.38,0,0,0,,0,0
8,3,24,310.15,173.05,126.68,0,0,0,,0,0
8,4,1,307.15,-169.21,126.28,0,0,0,,0,0
8,4,2,308.15,-152.65,122.25,0,0,0,,0,0
8,4,3,304.15,-138.44,115.27,0,0,0,,0,0
8,4,4,304.15,-126.67,106.2,0,0,0,,0,0
8,4,5,304.15,-116.79,95.74,0,0,0,,0,0
8,4,6,305.15,-108.17,84.38,56,362,3.916925133,,0,0
8,4,7,306.15,-100.17,72.46,235,552,2.68395082,,0.100163562,25.04089049
8,4,8,309.15,-92.13,60.24,445,700,1.921815654,,0.320844023,80.21100578
8,4,9,312.15,-83.14,47.96,631,739,1.480201362,,0.50573014,126.4325351
8,4,10,315.15,-71.5,35.96,770,741,1.233477566,,0.627393002,156.8482504
8,4,11,317.25,-53.13,25.03,922,913,1.103135036,,0.744998716,186.249679
8,4,12,319.15,-18.68,17.63,930,750,1.049036449,,0.745862358,186.4655894
8,4,13,320.15,28.11,18.71,913,796,1.055522855,,0.729931307,182.4828266
8,4,14,321.15,58.07,27.28,839,789,1.124490436,,0.666357516,166.5893791
8,4,15,321.15,74.35,38.57,727,798,1.27611283,,0.571092471,142.7731178
8,4,16,321.15,85.17,50.68,553,715,1.557794506,,0.416686555,104.1716388
8,4,17,321.15,93.84,62.99,385,686,2.059329211,,0.244606498,61.15162461
8,4,18,320.15,101.8,75.17,203,493,2.914608009,,0.059356615,14.83915379
8,4,19,316.15,109.87,87.01,3,103,4.274156093,,0,0
8,4,20,315.15,118.7,98.23,0,0,0,,0,0
8,4,21,313.15,128.94,108.47,0,0,0,,0,0
8,4,22,313.15,141.22,117.18,0,0,0,,0,0
8,4,23,311.15,156.01,123.62,0,0,0,,0,0
8,4,24,309.15,173.04,126.94,0,0,0,,0,0
8,5,1,308.15,-169.14,126.53,0,0,0,,0,0
8,5,2,306.15,-152.51,122.47,0,0,0,,0,0
8,5,3,306.15,-138.26,115.47,0,0,0,,0,0
8,5,4,306.15,-126.47,106.37,0,0,0,,0,0
8,5,5,302.15,-116.58,95.89,0,0,0,,0,0
8,5,6,305.15,-107.95,84.51,53,322,3.933782115,,0,0
8,5,7,308.15,-99.93,72.58,247,627,2.693619253,,0.102519988,25.62999706
8,5,8,309.65,-91.86,60.35,444,694,1.926995126,,0.320739552,80.18488797
8,5,9,311.15,-82.83,48.08,620,727,1.483423771,,0.502021322,125.5053306
8,5,10,312.15,-71.13,36.1,781,788,1.235634483,,0.648929416,162.2323539
8,5,11,314.05,-52.68,25.21,876,853,1.10475218,,0.728197109,182.0492772
8,5,12,315.75,-18.39,17.87,912,792,1.050439095,,0.752028543,188.0071358
8,5,13,317.15,27.85,18.95,901,802,1.057025824,,0.737257998,184.3144996
8,5,14,317.15,57.69,27.48,859,850,1.126511959,,0.699806849,174.9517124
8,5,15,318.15,74.03,38.74,735,811,1.279074382,,0.588914498,147.2286246
8,5,16,318.95,84.9,50.83,546,728,1.562362441,,0.418417187,104.6042968
8,5,17,319.15,93.6,63.13,378,646,2.066794711,,0.245036276,61.25906912
8,5,18,318.15,101.58,75.33,190,383,2.929056504,,0.059819306,14.95482658
8,5,19,316.45,109.67,87.18,2,75,4.29844392,,0,0
8,5,20,315.15,118.52,98.42,0,0,0,,0,0
8,5,21,314.15,128.77,108.68,0,0,0,,0,0
8,5,22,312.15,141.08,117.41,0,0,0,,0,0
8,5,23,308.15,155.92,123.87,0,0,0,,0,0
8,5,24,308.15,173.03,127.2,0,0,0,,0,0
8,6,1,307.65,-169.06,126.78,0,0,0,,0,0
8,6,2,307.15,-152.36,122.7,0,0,0,,0,0
8,6,3,306.15,-138.08,115.67,0,0,0,,0,0
8,6,4,306.15,-126.26,106.55,0,0,0,,0,0
8,6,5,306.15,-116.36,96.04,0,0,0,,0,0
8,6,6,307.15,-107.72,84.64,52,300,3.950720852,,0,0
8,6,7,309.15,-99.68,72.7,238,567,2.703336811,,0.10095806,25.23951507
8,6,8,311.15,-91.59,60.47,444,717,1.932674914,,0.318879515,79.71987871
8,6,9,312.15,-82.51,48.19,630,756,1.48639332,,0.507999287,126.9998218
8,6,10,313.15,-70.74,36.23,781,788,1.237650098,,0.646595247,161.6488118
8,6,11,314.15,-52.22,25.38,881,794,1.106293744,,0.731389154,182.8472884
8,6,12,315.15,-18.09,18.11,960,894,1.051863778,,0.791701717,197.9254294
8,6,13,315.15,27.59,19.2,932,875,1.058615564,,0.771133049,192.7832623
8,6,14,316.15,57.31,27.67,833,784,1.128451634,,0.686048864,171.512216
8,6,15,317.15,73.7,38.9,721,798,1.281883225,,0.583854123,145.9635308
8,6,16,317.15,84.62,50.99,540,703,1.567269738,,0.419938688,104.9846719
8,6,17,316.45,93.36,63.29,353,621,2.075384174,,0.233653163,58.41329064
8,6,18,315.05,101.37,75.49,195,477,2.943600661,,0.059031724,14.75793106
8,6,19,313.15,109.47,87.35,1,87,4.322880262,,0,0
8,6,20,310.15,118.33,98.61,0,0,0,,0,0
8,6,21,309.15,128.6,108.89,0,0,0,,0,0
8,6,22,309.15,140.94,117.65,0,0,0,,0,0
8,6,23,309.15,155.84,124.13,0,0,0,,0,0
8,6,24,308.15,173.02,127.46,0,0,0,,0,0
8,7,1,306.15,-168.97,127.04,0,0,0,,0,0
8,7,2,306.15,-152.21,122.94,0,0,0,,0,0
8,7,3,306.15,-137.89,115.87,0,0,0,,0,0
8,7,4,306.15,-126.05,106.72,0,0,0,,0,0
8,7,5,305.15,-116.14,96.19,0,0,0,,0,0
8,7,6,306.15,-107.48,84.77,49,297,3.9677416,,0,0
8,7,7,307.15,-99.43,72.82,237,610,2.713103696,,0.100416675,25.10416873
8,7,8,309.15,-91.31,60.58,443,722,1.937908515,,0.323093531,80.77338266
8,7,9,310.15,-82.19,48.31,635,774,1.489650017,,0.519222614,129.8056536
8,7,10,312.15,-70.35,36.36,786,812,1.239678075,,0.656066538,164.0166345
8,7,11,314.15,-51.76,25.56,904,895,1.107941179,,0.751404071,187.8510178
8,7,12,314.15,-17.78,18.37,972,918,1.053432222,,0.807132134,201.7830336
8,7,13,316.15,27.34,19.46,957,917,1.060295218,,0.785947486,196.4868715
8,7,14,317.15,56.93,27.88,873,899,1.130617438,,0.713529814,178.3824535
8,7,15,317.15,73.38,39.08,749,872,1.28506828,,0.606176537,151.5441344
8,7,16,317.45,84.35,51.15,570,817,1.572213248,,0.441768169,110.4420421
8,7,17,317.15,93.12,63.45,363,715,2.084035315,,0.237717958,59.42948953
8,7,18,316.15,101.15,75.66,200,474,2.959159192,,0.060843064,15.21076612
8,7,19,313.15,109.27,87.53,1,81,4.348916509,,0,0
8,7,20,312.15,118.14,98.8,0,0,0,,0,0
8,7,21,310.15,128.43,109.1,0,0,0,,0,0
8,7,22,308.15,140.8,117.89,0,0,0,,0,0
8,7,23,309.15,155.75,124.39,0,0,0,,0,0
8,7,24,308.15,173.02,127.73,0,0,0,,0,0
8,8,1,307.15,-168.89,127.3,0,0,0,,0,0
8,8,2,306.15,-152.05,123.17,0,0,0,,0,0
8,8,3,306.15,-137.69,116.08,0,0,0,,0,0
8,8,4,304.15,-125.83,106.9,0,0,0,,0,0
8,8,5,304.15,-115.91,96.34,0,0,0,,0,0
8,8,6,305.15,-107.25,84.91,48,307,3.986163643,,0,0
8,8,7,307.15,-99.18,72.94,236,620,2.72292011,,0.100327403,25.0818508
8,8,8,309.15,-91.03,60.7,443,705,1.943647638,,0.324879933,81.2199833
8,8,9,310.15,-81.86,48.43,630,762,1.492924747,,0.517069116,129.2672791
8,8,10,311.15,-69.95,36.5,780,776,1.241875953,,0.65654301,164.1357526
8,8,11,313.15,-51.29,25.74,904,883,1.109604334,,0.757363151,189.3407876
8,8,12,313.15,-17.48,18.62,966,918,1.054965065,,0.809635942,202.4089855
8,8,13,314.15,27.1,19.72,951,917,1.062001913,,0.793314272,198.328568
8,8,14,315.15,56.56,28.09,860,893,1.132806463,,0.714777555,178.6943887
8,8,15,316.15,73.05,39.25,743,872,1.288100977,,0.607140948,151.7852371
